Original Name,Translated Name,Translated Description,Version
Disrupt Communication,Gestörte Kommunikation,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Manke Einluss auf eine feindliche Einheit ausübt, darf dein Gegner jene Einheit nicht zum Ziel von Effekten der Taktikzonen oder Einfluss-Fähigkeiten bestimmen.",2021-S03
Dracarys!,Dracarys!,"Immer wenn Daenerys eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*1 befreundete Drogon-, Rhaegal- oder Viserion-Einheit führt 1 Angriffsaktion durch.*",2021
Duty To The Realms Of Men,Den Reichen der Menschen zu Diensten,"Immer wenn Jeor eine Zone auf der Taktiktafel beansprucht, darfst du 2 befreundete Nachtwache-Kampfeinheiten innerhalb **Langer Reichweite** zueinander zum Ziel bestimmen. Bewege 1 befreundete angelegte Taktikkarte von 1 jener Einheiten zu der anderen.
Ein Mal pro Partie, sobald Jeor eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Nimm 1 Taktikkarte, die an eine Einheit angelegt werden kann, von deinem Ablagestapel und lege sie an eine befreundete Nachtwache-Einheit an.*",2021-S03
Elderly Caution,Die Vorsicht der Älteren,"Immer wenn Eldon eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Ziehe 3 Taktikkarten. Mische danach 1 Karte aus deiner Hand in dein Taktikdeck.*",2021
Expert Maintenance,Meisterhafte Instandhaltung,"Bei Spielbeginn werden 2 **Befehlsmarker** auf Donal gelegt.
Immer wenn eine Einheit einen Angriff durchführt, nachdem die Angriffswürfel geworfen worden sind, darfst du 1 **Befehlsmarker** von Donal ablegen. Falls du das tust, wähle 1 der folgenden Effekte:
• Der Angreifer darf beliebig viele Angriffswürfel neu werfen und Gegner können keine **Geschwächt**-Marker von ihm ausgeben.
• Der Verteidiger erhält +1 auf das Ergebnis seiner Verteidigungswürfe und Gegner können keine **Verwundbar**-Marker von ihm ausgeben.",2021-S02
"Family, Duty, Honor","Familie, Pflicht, Ehre","**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Immer wenn Catelyn Einfluss auf eine Einheit ausübt, lege 1 Zustandsmarker von jener Einheit ab. 
Solange Catelyn Einfluss auf eine Einheit ausübt, greift jene Einheit mit ihrem höchsten Angriffswürfelwert an.",2021
Fealty to The Seven,Loyal zu den Sieben,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Der Hohe Spatz Einfluss auf einen Feind ausübt, immer wenn jener Feind **Wunden** erleidet, wenn er an einer Panikprobe scheitert, bestimme 1 befreundete Einheit innerhalb **Langer Reichweite** zum Ziel. Sie heilt ebenso viele **Wunden**, aber maximal bis zu 3.",2021
Fervent Conviction,Glühende Überzeugung,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Selyse & Sharin Einfluss auf eine Einheit ausüben, immer wenn sie eine Moralprobe besteht, erleidet 1 Feind, der mit dieser Einheit im Nahkampf ist, 1 **Wunde**.",S04
Finding The Best Patron,Den besten Freier ausfindig machen,"Bei Spielbeginn werden 3 Befehlsmarker auf Shae gelegt. 
Immer wenn Shae eine Zone auf der Taktiktafel beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, lege 1 Befehlsmarker von Shae ab. 
Falls am Ende der Runde keine Befehlsmarker auf Shae liegen, vernichte Shae. 
Immer wenn Shae eine Zone auf der Taktiktafel beansprucht, bevor der Effekt jener Zone abgehandelt wird, wähle 1 der folgenden Effekte:
• Heile 1 **Wunde** einer befreundeten Kampfeinheit.
• 1 feindliche Kampfeinheit wird **Geschwächt**.
• Shae erhält 2 Befehlsmarker.",2021
Frey Ambition,Ehrgeiz der Freys,"Immer wenn Walda die [CROWN]-Zone beansprucht, wird 1 feindliche Kampfeinheit **Geschwächt**.
Immer wenn Walda die [LETTER]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Heerführer-Taktikkarte und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.*
Immer wenn Walda die [MONEY]-Zone beansprucht, darfst du, anstatt einen Zustandsmarker abzulegen, +1 **Wunde** heilen.",2021
Fury of the Thenns,Zorn der Thenns,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Styr Einfluss auf eine befreundete Einheit ausübt, erhalten die Nahkampfangriffe jener Einheit +1 Angriffswürfel und **Spaltschlag**.",2021-S03
"Gifts of Iron, Gold, and Steel","Eiserne, goldene und stählerne Geschenke","Lege bei Spielbeginn 1 **Plündermarker** auf Erik. 
Immer wenn Erik oder eine feindliche zivile Einheit die [MONEY]-Zone beansprucht, lege 1 Plündermarker auf Erik. 
Immer wenn Erik eine Zone außer der [MONEY]-Zone beansprucht, darfst du 1 Plündermarker von ihm entfernen und auf 1 befreundete Graufreud-Einheit legen.",2021-S03
Gilly's Insight,Goldys Erkenntnis,"Bei Spielbeginn darfst du, nachdem du deine Taktikkarten gezogen hast, 1 Taktikkarte ziehen. Mische dann 1 Karte von deiner Hand in dein Taktikdeck.",S04
Halfhand's Guidance,Halbhands Führung,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Qhorin Halbhand Einfluss auf eine befreundete Kavallerie- oder Infanterie-Einheit ausübt, erhalten ihre Angriffe +1 Angriffswürfel.",S04
Hand's Orders,Befehl der Hand,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Eddard Einfluss auf eine Einheit ausübt, immer wenn jene Einheit von der Fähigkeit einer zivilen Einheit oder einer Taktikzone zum Ziel bestimmt wird, darfst du den Effekt der zivilen Einheit oder Taktikzone aufheben.",2021-S03
Healing Hands,Heilende Hände,"Zu Beginn der zweiten Runde wähle 1 Taktikzone. Sobald eine feindliche zivile Einheit jene Zone beansprucht, lege die Giftkarte **Der Würger** an jene zivile Einheit an.
[SKILL:Venom]",2021-S03
History is Written by the Victors,Geschichte wird von den Siegern geschrieben,"**Der hohe Seneschall kann nicht aktiviert werden und er kann in keiner Weise zum Ziel bestimmt werden. Er ist lediglich der Beobachter des Spiels.**
Sobald der Sieger bestimmt wurde, kann dieser Spieler alle Aktionen und Ereignisse definieren, die sich während der Partie ergeben haben. Kein Gegner darf die Nacherzählung dieser Ereignisse widerlegen oder dementieren *(ganz egal wie unwahrscheinlich oder übertrieben sie sind)* bis ein neuer Sieger in einer neuen Partie bestimmt worden ist.",2021
Horrific Rumors,Schreckliche Gerüchte,"Bei Spielbeginn werden 3 **Befehlsmarker** auf Roose gelegt. 
Immer wenn Roose aktiviert wird, darfst du 1 **Befehlsmarker** von ihm ablegen. Falls du das tust, bestimme 1 feindliche Kampfeinheit zum Ziel. Sie wird **Panisch**.
Immer wenn Roose eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*1 feindliche Kampfeinheit muss 1 Panikprobe ablegen.*",2021
Hot Tempered,Jähzornig,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*: 
Solange Oberyn Einfluss auf eine befreundete Einheit ausübt, immer wenn ein Feind diese Einheit mit einem Nahkampfangriff angreift, nachdem jener Angriff abgehandelt worden ist, erleidet der Angreifer 1 Treffer, +1 Treffer für jede verbleibende Schlachtreihe des Verteidigers.",2021-S03
House of The Undying,Das Haus der Unsterblichen,"Lege die Taktikzonenkarte **Das Haus der Unsterblichen** zu Beginn der Partie neben die Taktiktafel. Sie zählt für alle Belange als zusätzliche Taktikzone. 
Immer wenn eine befreundete zivile Einheit die [UNDYING]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Dein Gegner muss 1 zufällige Taktikkarte aus seiner Hand aufdecken. Du darfst entscheiden, ob er jene Karte ablegt oder sie auf seine Hand zurückschickt. Falls er sie auf seine Hand zurückschicken soll, muss er danach 1 zufällige Karte ablegen.*",2021-S03
Hunter's Guile,Listenreicher Jäger,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Holand Einluss auf eine feindliche Einheit ausübt, behandelt sie alle Geländeteile so, als hätten diese das Schlüsselwörter **Einschränkend**.
Solange Holand Einluss auf eine feindliche Einheit ausübt, sobald jene Einheit einen Nahkampfangriff durchführt, bevor jene Aktion abgehandelt wird, darfst du diese Karte ablegen. Falls du das tust, erleidet jene Einheit bei jenem Angriff –1 auf den Trefferwurf.",S04
Illyrio's Boon,Illyrios Gunst,"Bei Spielbeginn werden 2 Befehlsmarker auf Illyrio gelegt.
Immer wenn Illyrio eine Zone auf der Taktiktafel beansprucht, darfst du 1 Befehlsmarker von ihm ablegen. Falls du das tust, ersetze den Effekt jener Zone durch:
*Bestimme 1 befreundete Kampfeinheit zum Ziel. Sie heilt 3 **Wunden**. 1 Feind, der mit ihr im Nahkampf ist, wird **Geschwächt**.*",S04
In R'hllor's Name,Im Namen R’hllors,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Immer wenn Axell Einfluss auf eine feindliche Einheit ausübt, wird sie **Panisch**.
Solange Axell Einfluss auf eine befreundete Einheit ausübt, sobald jene Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Verwundbar**.",S04
Intrigue and Subterfuge,Ränkespiele und Intrigen,"Ein Mal pro Partie, sobald eine feindliche zivile Einheit aktiviert wird, verliert jene zivile Einheit bis zum Ende der Runde alle Fähigkeiten.",2021-S03
Ironborn Diplomat,Diplomat der Eisenmänner,"Du darfst ein Mal pro Partie, sobald eine feindliche zivile Einheit aktiviert wird, 2 Zonen auf der Taktiktafel wählen. Falls jene zivile Einheit eine dieser Zonen in dieser Aktivierung beansprucht, bestimme bis zu 2 feindliche Kampfeinheiten zum Ziel. Sie werden **Panisch** und **Verwundbar**.
Du darfst ein Mal pro Partie, sobald eine feindliche zivile Einheit aktiviert wird und falls Tristifer nicht auf der Taktiktafel ist, 1 Zone auf der Taktiktafel wählen.
Falls jene zivile Einheit jene Zone in diesem Zug beansprucht, darfst du Tristifer am Ende des Zuges aktivieren.",S04
Knowledge Is Power,Wissen ist Macht,"Du hältst +1 Taktikkarte auf der Hand. Du beginnst die Partie mit 4 Karten und darfst immer auf 4 Karten aufziehen, sobald du deine Hand auffüllst.",S04
Lady of the Wilds,Lady der Wildnis,"Immer wenn Lady Val eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*1 befreundete Kampfeinheit führt 1 Manöver- oder Rückzugsaktion durch. Falls sie eine Rückzugsaktion durchführt, wird 1 Feind, aus dessen Nahkampf sie sich löst, **Verwundbar**.*",2021-S03
Little Birds,Kleine Vögel,"Bei Spielbeginn werden 3 Befehlsmarker auf Varys gelegt. 
Immer wenn eine feindliche zivile Einheit eine Zone auf der Taktiktafel beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, darfst du 1 Befehlsmarker von Varys ablegen. Falls du das tust, erhältst du den folgenden Effekt basierend auf jener Zone: 
[CROWN]: 1 Feind muss 1 Panikprobe ablegen. 
[MONEY]: Heile 2 **Wunden** von 1 befreundeten Einheit.
[LETTER]: Ziehe 1 Taktikkarte.
[SWORDS]: 1 Feind erleidet 3 Treffer.
[HORSE]: 1 befreundete Einheit wird um 3 Zoll verschoben.",S04
Little Doves,Kleine Tauben,"Bei Spielbeginn werden 3 Befehlsmarker auf Qyburn gelegt.
Immer wenn eine feindliche zivile Einheit aktiviert wird, darfst du 1 Befehlsmarker von Qyburn ablegen. Falls du das tust, wähle 2 Zonen auf der Taktiktafel. Falls jene zivile Einheit eine dieser Zonen in diesem Zug beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, bestimme bis zu 2 feindliche Kampfeinheiten zum Ziel. Sie werden **Verwundbar**.",S04
Loving Counsel,Liebender Berater,"Immer wenn Cressen die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Ziehe 2 Taktikkarten und lege 1 beliebigen Zustandsmarker auf eine feindliche Kampfeinheit.*",2021
Loyal Imposter,Ergebene Betrügerin,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an):*
Solange Jeyne Einfluss auf eine Einheit ausübt, erhält jene Einheit +2 auf das Ergebnis von Moralproben.
Ein Mal pro Partie zu Beginn einer beliebigen Runde, darfst du deinem Gegner die Kontrolle über Jeyne bis zum Ende der Runde überlassen.
Falls du das tust, wirst du Startspieler. Jeyne kann in jener Runde keinen Einfluss auf Einheiten ausüben.",2021
Lysene Charm,Zauber aus Lys,"Immer wenn Ellaria eine Zone auf der Taktiktafel beansprucht, bestimme 1 befreundete Kampfeinheit zum Ziel. Du darfst 1 Zustandsmarker von ihr ablegen.
Falls du [SWORDS] kontrollierst, bestimme 1 feindliche Einheit innerhalb **Langer Reichweite** zu der zum Ziel bestimmten befreundeten Einheit zum Ziel. Sie erhält 1 Zustandsmarker.",S04
Maegi's Knowledge,Wissen der Maegi,"Immer wenn Mirri eine Zone auf der Taktiktafel beansprucht, heile 1 **Wunde** einer befreundeten Kampfeinheit.
Immer wenn Mirri eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Wähle 1 der folgenden Effekte:
• Bestimme 1 befreundete Kampfeinheit zum Ziel. 
Lege 1 zuvor vernichtete befreundete Nicht-Heerführer-Verstärkung an jene Einheit an (ersetze wie gewohnt eine Figur, aber ignoriere die üblichen Verstärkungsbeschränkungen).
• Bestimme 1 feindliche Kampfeinheit zum Ziel. Sie wird **Panisch** und **Verwundbar**.*",S04
Maester's Healing,Heilkunde des Maesters,"Immer wenn Aemon eine Zone auf der Taktiktafel beansprucht, darfst du 1 befreundete Kampfeinheit zum Ziel bestimmen. 
Jene Einheit heilt 1 **Wunde**, +1 zusätzliche **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021
Manipulation and Deception,Manipulation und Täuschung,"Bei Spielbeginn werden 3 Befehlsmarker auf Pycelle gelegt.
Immer wenn Pycelle aktiviert wird, darfst du 1 Befehlsmarker von ihm ablegen. Falls du das tust, bestimme 1 feindliche Kampfeinheit zum Ziel. Sie wird **Geschwächt**.",S04
Martial Expertise,Kampfkompetenz,"Immer wenn Rodrik die [SWORDS]-Zone beansprucht, bestimme 1 feindliche Kampfeinheit zum Ziel. Sie wird **Verwundbar**.
Bei Spielbeginn werden 2 Befehlsmarker auf Rodrik gelegt.
Immer wenn eine befreundete Kampfeinheit einen Nahkampfangriff durchführt, nachdem die Angriffswürfel geworfen worden sind, darfst du 1 Befehlsmarker von Rodrik ablegen. Falls du das tust, darf der Angreifer beliebig viele Angriffswürfel neu werfen.",S04
Master of the Game,Meister des Spiels,"Bei Spielbeginn werden 2 Befehlsmarker auf Petyr Baelish gelegt.
Immer wenn Petyr eine Zone auf der Taktiktafel beansprucht, darfst du 1 Befehlsmarker von ihm ablegen, um den Effekt jener Zone durch den Effekt einer beliebigen unbeanspruchten Zone zu ersetzen.
Ein Mal pro Partie zu Beginn eines beliebigen Zuges darfst du 1 Zone auf der Taktiktafel auswählen. Bis zum Ende der Runde zählst du, als würdest du jene Zone kontrollieren.",S04
Merchant Lord's Reach,Einfluss des Handelsherren,"Immer wenn eine befreundete zivile Einheit eine Zone auf der Taktiktafel beansprucht, erhält sie die folgenden zusätzlichen Effekte, es sei denn, der Effekt der Zone wurde ersetzt:
[CROWN]: Falls die Einheit an dieser Panikprobe scheitert, darf sie in dieser Runde nicht zum Ziel von befreundeten Befehlen bestimmt werden.
[MONEY]: 1 andere befreundete Einheit innerhalb **Kurzer Reichweite** heilt 1 **Wunde**.
[LETTER]: Du darfst 1 Taktikkarte weniger ziehen, um +1 Zustandsmarker auf die feindliche Einheit zu legen.
[UNDYING]: Dein Gegner muss zusätzlich die oberste Karte seines Taktikdecks ablegen.",S04
Might of The Iron Throne,Die Macht des Eisernen Throns,"Solange Joffrey auf der Taktiktafel ist, zählst du, als würdest du [CROWN] kontrollieren.
**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an):*
Solange Joffrey Einfluss auf einen Feind ausübt, erleidet jener Feind +1 **Wunde**, wenn er an einer Panikprobe scheitert.",2021-S01
Misunderstood Omens,Falsch interpretierte Omen,"Bei Spielbeginn werden 3 Befehlsmarker auf Flickenfratz gelegt.
Zu Beginn einer beliebigen Runde darfst du 1 Befehlsmarker von Flickenfratz ablegen. Falls du das tust, darfst du den Namen einer Taktikkarte nennen. Falls dein Gegner 1 oder mehr Taktikkarten mit jenem Namen auf der Hand hält, muss er 1 Taktikkarte mit jenem Namen ablegen.",2021
Necessary Sacrifices,Nötige Opfer,"Ein Mal pro Partie, sobald eine befreundete Kampfeinheit vernichtet werden würde, wird jene Einheit nicht vernichtet, sondern verbleibt mit 1W3 geheilten Wunden im Spiel. Sie ist bis zum Ende der Partie eine R’hllor-Einheit.",S04
Negotiator,Vermittlerin,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an):*
Immer wenn Arianne Martell Einfluss auf eine Einheit ausübt, wähle 1 der folgenden Effekte:
• Solange Arianne Martell Einfluss auf eine feindliche Einheit ausübt, verlieren die Verstärkungen jener Einheit alle Fähigkeiten.
• Solange Arianne Martell Einfluss auf eine feindliche Einheit ausübt, kann jene Einheit nicht zum Ziel von befreundeten Befehlen bestimmt werden.",2021
Never Do What They Expect,"Tu nie, was sie von dir erwarten","Bei Spielbeginn werden 2 Befehlsmarker auf Arya gelegt. Zu Beginn eines feindlichen Zuges darfst du 1 Befehlsmarker von Arya ablegen. Falls du das tust, bestimme 1 befreundete Infanterie-Einheit zum Ziel. Sie führt 1 Manöver- oder Rückzugsaktion durch.",2021-S01
Northern Resilience,Widerstandskraft des Nordens,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*: 
Solange Jon Einfluss auf eine Einheit ausübt, erhält sie +1 auf das Ergebnis von Moralproben und erleidet –1 **Wunde**, wenn sie an einer Panikprobe scheitert.",S04
Playing The Game,Nach den Regeln spielen,"Bei Spielbeginn werden 2 **Befehlsmarker** auf Cersei gelegt. 
Immer wenn Cersei eine Zone auf der Taktiktafel beansprucht, darfst du 1 **Befehlsmarker** von ihr ablegen. 
Falls du das tust, führe Folgendes durch: 
Falls du [CROWN] kontrollierst, durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Hört mich brüllen!** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.
Falls du [MONEY] kontrollierst, durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Machtunterwerfung** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.",2021
Price of Honor,Der Preis der Ehre,"Zu Beginn eines beliebigen Zuges darfst du Eddard vernichten. Falls du das tust, bestimme 1 feindliche zivile Einheit zum Ziel. Jene zivile Einheit kann nicht aktiviert werden und verliert bis zum Ende der Runde alle Fähigkeiten.",2021-S03
Proxy Orders,Ersatzbefehle,"Immer wenn Doran Martell eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Wähle 1 der folgenden Effekte:
• Areo Hotahs Einheit darf sich drehen und dann 1 Marschaktion durchführen.
• Areo Hotahs Einheit darf 1 Rückzugsaktion durchführen.*",S04
Pulling Weeds,Unkraut ausreißen,"Immer wenn Olenna eine Zone auf der Taktiktafel beansprucht, bestimme 1 feindliche zivile Einheit zum Ziel und wähle 1 der folgenden Effekte:
• Jene zivile Einheit verliert bis zum Ende der Runde alle Fähigkeiten.
• Falls jene zivile Einheit in dieser Runde eine Zone auf der Taktiktafel beansprucht, bevor der Effekt jener Zone abgehandelt wird, bestimme 1 feindliche Kampfeinheit zum Ziel. Sie erleidet 1W3 Treffer und wird **Geschwächt**.",2021
Queen's Influence,Einfluss der Königin,"Bei Spielbeginn werden 2 Befehlsmarker auf Tommen gelegt.
Immer wenn Tommen eine Zone auf der Taktiktafel beansprucht, darfst du 1 Befehlsmarker von ihm ablegen. Falls du das tust, führe Folgendes durch:
Falls du [CROWN] kontrollierst, durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Ränkespiele und Intrigen** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.
Falls du [MONEY] kontrollierst, durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Bestechung** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.",S04
Queen's Promises,Versprechen der Königin,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*: 
Immer wenn Asha Einfluss auf eine Einheit ausübt, lege 1 Zustandsmarker von jener Einheit ab.
Solange Asha Einfluss auf eine befreundete Einheit ausübt, erhält jene Einheit +1 auf das Ergebnis von Moralproben für jeden Plündermarker auf ihr. Immer wenn jene Einheit eine Moralprobe besteht, bestimme 1 Feind, der mit ihr im Nahkampf ist, zum Ziel. Der Feind erleidet 1 Treffer für jeden Plündermarker auf jener Einheit.",S04
R'hllor's Magics,R’hllor-Magie,"Bei Spielbeginn werden 2 Befehlsmarker auf Moqorro gelegt.
Immer wenn Moqorro eine Zone auf der Taktiktafel beansprucht, darfst du 1 Befehlsmarker von ihm ablegen. Falls du das tust, schau dir die oberste Karte eines beliebigen Taktikdecks an. Dann darfst du jenes Taktikdeck mischen. 
Du darfst ein Mal pro Partie, sobald Moqorro eine Zone auf der Taktiktafel beansprucht, den Effekt jener Zone ersetzen durch:
*Lege 1 zuvor vernichtete befreundete Verstärkung an eine befreundete Kampfeinheit an (ersetze wie gewohnt die Figur, aber ignoriere die üblichen Verstärkungs-Beschränkungen).*",2021-S03
Raven Tending,Rabenpflege,"Zu Spielbeginn wird 1 **Befehlsmarker** auf Wendamyr gelegt.
Zu Beginn eines befreundeten Zuges darfst du 1 **Befehlsmarker** von Wendamyr entfernen. Falls du das tust, wähle 1 der folgenden Effekte:
• Ziehe 1 Taktikkarte und heile 2 **Wunden** von einer befreundeten Kampfeinheit.
• Verschiebe 1 befreundete Kampfeinheit um 3 Zoll. Sobald Wendamyr eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Lege 1 **Befehlsmarker** auf Wendamyr.*",2021-S03
Recruitment,Rekrutierung,"Immer wenn Yoren eine Zone auf der Taktiktafel beansprucht, bevor der Effekt jener Zone abgehandelt wird, lege 1 Befehlsmarker auf ihn.
Immer wenn Yoren die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Lege 1 Befehlsmarker auf Yoren.*
Zu Beginn einer beliebigen Runde darfst du 4 Befehlsmarker von Yoren ablegen.
Falls du das tust, stelle 1 „Rekruten der Wache“-Einheit vollständig innerhalb **Langer Reichweite** zu einem befreundeten Aufstellungsrand auf.",S04
Refuge and Supplies,Zuflucht und Vorräte,"Du darfst ein Mal pro Partie zu Beginn eines beliebigen Zuges 2 **Wunden** von 1 befreundeten Infanterie-Einheit heilen.
Immer wenn Craster eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Ziehe 1 Taktikkarte und heile 2 **Wunden** von 1 befreundeten Infanterie-Einheit.*",S04
Repeating the Words,Worte nachplappern,"Du darfst ein Mal pro Partie, sobald Sansa aktiviert wird, 1 Taktikkarte aus deinem Ablagestapel zurück auf deine Hand schicken.
Immer wenn Sansa eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Schicke 1 Taktikkarte aus deinem Ablagestapel zurück auf deine Hand.*",2021-S01
Rest and Refuge,Rast und Zuflucht,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Immer wenn Craster Einfluss auf eine Einheit ausübt, lege 1 Zustandsmarker von ihr ab.
Solange Craster Einfluss auf eine Einheit ausübt, ignoriert jene Einheit die Schlüsselwörter **Einschränkend** und **Unwegsam**.",S04
"Rise Again, Blade in Hand",Erhebt sich erneut mit der Klinge in der Hand,"Ein Mal pro Partie, sobald Balon eine Zone auf der Taktiktafel beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Stelle 1 zuvor vernichtete Graufreud-Kampfeinheit innerhalb **Langer Reichweite** zum Rand einer befreundeten Aufstellungszone oder vollständig innerhalb **Kurzer Reichweite** zu einem beliebigen Seitenrand wieder auf. Sie wird aktiviert aufgestellt und mit allen Plündermarkern, die sie vorher hatte.*",2021-S03
"Rise Again, Harder and Stronger","Erhebt euch erneut, härter und stärker","**Aeron darf nur Einfluss auf Graufreud-Einheiten ausüben.**
**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Aeron Einfluss auf eine Einheit ausübt, sobald jene Einheit eine Aktion durchführt, bevor jene Aktion abgehandelt wird, heilt sie 1 **Wunde**.
Immer wenn sie eine feindliche Schlachtreihe mit einem Nahkampfangriff vernichtet, heilt sie 1 **Wunde**.",S04
Sacrifice For The Cause,Opfer für die Sache,"Zu Beginn eines beliebigen Zuges, falls Qhorin nicht auf der Taktiktafel ist, darfst du ihn vernichten. Falls du das tust, bestimme 1 feindliche Einheit zum Ziel. Jener Feind wird **Verwundbar** und kann in dieser Runde keine Angriffs- oder Ansturmaktionen durchführen.",S04
Sacrifice To The Lord Of Light,Opfer für den Herrn des Lichts,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Sobald Melisandre Einfluss auf eine befreundete Einheit ausübt, darfst du sie 2 **Wunden** erleiden lassen und sie muss 1 Panikprobe ablegen. Falls du das tust, bestimme 1 feindliche Kampfeinheit zum Ziel. Jener Feind muss 1 Panikprobe ablegen, erhält –2 auf das Ergebnis und erleidet bei einem Fehlschlag +2 **Wunden**.
Solange Melisandre Einfluss auf eine befreundete Einheit ausübt, ist jene Einheit eine R’hllor-Einheit und ihre Nahkampfangriffe erhalten **Grausam**.",2021-S03
Sacrifice for the King,Opfer für den König,"Zu Beginn einer beliebigen Runde darfst du Cressen aktivieren. Falls du das tust, vernichte Cressen am Ende der Runde.",2021
