Original Name,Translated Name,Translated Description,Version
The Rains of Castamere,Les Pluies de Castamere,"Une fois par partie, au début de n’importe quel tour, ciblez un nombre d'Unités Combattantes ennemies de votre choix :
• 1 de ces ennemis devient **Paniqué**.
• 1 de ces ennemis devient **Vulnérable**.
• 1 de ces ennemis subit 4 Touches.
• 1 de ces ennemis subit 1 Test de Panique.
• 1 de ces ennemis perd toutes ses Capacités jusqu’à la fin du Round.
*(Une même Unité Combattante peut être ciblée par plusieurs de ces effets.)*",2021
The Rightful Queen,La Reine Légitime,"Chaque fois qu’une UNC alliée s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*Cherchez 1 carte Tactique de Général Daenerys dans votre paquet Tactique et ajoutez-la à votre main. Mélangez votre paquet Tactique.*",2021
The Silence's Infamy,Infamie du Silence,"Pour chaque pion Pillage qu’elle possède, cette unité subit 1 Blessure de moins lorsqu’elle échoue un Test de Panique et les ennemis situés à Courte Portée ou moins subissent −1 à leurs Tests de Moral.",2021
"The Way, Revealed",Montrer le Chemin,"Quaithe commence la partie avec 2 pions Ordre.
Au début d’un tour ennemi, vous pouvez retirer 1 pion Ordre de cette carte. Si vous le faites, ciblez 1 unité ennemie.
Si cette unité effectue une action ce tour-ci, avant de résoudre celle-ci, 1 de vos Unités Combattantes alliées peut effectuer une action de Manoeuvre, de Marche ou de Repli.",2021
Time May Yet Come,Le Moment Peut Encore Venir,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte Influence une unité alliée, si celle-ci a commencé le tour engagée, chaque fois qu’elle effectue une Attaque de Mêlée, avant de lancer les dés d’Attaque, choisissez 1 option. Si cette unité n’a plus qu’un seul rang restant, choisissez les 2 :
• Cette unité lance sa valeur de dés d’Attaque la plus élevée.
• 1 ennemi engagé avec cette unité gagne 1 pion État.",2021
To The Last!,Jusqu'au Dernier !,"Au début de la partie, placez 2 pions [WOUND] sur cette carte. Chaque fois que cette unité doit être détruite, retirez 1 pion [WOUND] de cette carte. Cette unité effectue un Test de Moral. Si elle réussit, elle n’est pas détruite et reste en jeu avec 1 Blessure.",2021-S01
Tooth & Claw,Griffes et Crocs,• **Fracasser**,2021
Tracker’s Bow,Arc de Pisteur,"Après avoir résolu cette attaque, le défenseur devient **Vulnérable**.",2021
Trample,Piétinement,"Chaque fois que cette unité effectue une action de Marche, elle peut remplacer cette action par une action de Piétinement :
Elle effectue un Pivot, puis se déplace de 12” en traversant les unités. Si elle termine son déplacement sur une unité, elle s’arrête à 1” devant celle-ci. Chaque unité non individuelle traversée ou sur laquelle elle aurait dû s’arrêter subit D3 Blessures.",2021
True Bond,Lien Spirituel,"• Fantôme peut considérer toute carte Tactique alliée attachée à l’unité de Jon Snow comme lui étant également attachée.
• Quand l’unité de Jon Snow est activée, cette unité peut être activée.",2021
True Conviction (Baratheon),Conviction Véritable,"Si cette unité est une unité Baratheon, chaque fois qu’elle attaque un ennemi qui possède plus de rangs restants, elle peut relancer n’importe quels dés d’Attaque. ",2021
True Conviction (Martell),Conviction Véritable,"Si cette unité est une unité Martell, chaque fois qu’elle attaque un ennemi qui possède plus de rangs restants, elle peut relancer n’importe quels dés d’Attaque. ",2021
Unbiased Justice,Justice Implacable,"Une fois par partie, au début de n’importe quel tour, ciblez un nombre d’Unités Combattantes alliées au choix :
• 1 de ces unités soigne 2 de ses Blessures.
• 1 de ces unités retire tous ses pions État.
• 1 de ces unités se décale de 2’’.
• Jusqu’à la fin du round, 1 de ces unités utilise sa valeur de dés d’Attaque la plus élevée et peut relancer n’importe quels dés d’Attaque.
*(Une même Unité Combattante peut être ciblée par plusieurs de ces effets.)*",2021
Uncontrolled Rage,Rage Incontrôlable,"Chaque fois que cette unité est activée, si elle peut Charger un ennemi, elle effectue 1 Test de Moral. Si elle échoue, elle effectue 1 action de Charge sur l’ennemi légal le plus proche et compte comme ayant obtenu 6 sur tous ses dés de Distance de Charge.",2021
Unfaltering Conviction,Conviction Inébranlable,"Chaque fois qu'une Unité Combattante alliée est détruite, placez 1 pion Ordre sur cete carte. L'unité de Marselen gagne les effets suivant en fonction du nombre de pions (cumulatif) :
• 2+ : Les attaques de cette unité gagnent +1 pour Toucher.
• 3+ : Cette unité gagne +1 à ses lancers de dés de Défense.",2021
Unfaltering Politics,Politique Inébranlable,"Une fois par partie, pendant la phase d’Entretien, vous pouvez maintenir Arys du Rouvre sur le Tableau Stratégique. Il ne s’activera pas au prochain round.
Si Arys du Rouvre commence un round sur le Tableau Stratégique, ciblez 1 Unité Combattante ennemie. Elle devient **Affaiblie**.
",2021
Unstoppable Wrath,Fureur Incoercible,Les Attaques de Mêlée de cette unité infligent +2 Blessures.,2021
Unsullied Prowess,Prouesse Immaculée,"• **Précision**
• Peut toujours relancer les dés d’Attaque.
• Quand elle attaque, les adversaires ne peuvent pas dépenser de pions **Affaibli** de cette unité.",2021
Untrained Masses,Masses Ignorantes,"• Cette unité possède 6 Blessures. 
• Ne peut pas contrôler d’Objectifs et ne rapporte aucun Point de Victoire. 
• Au début du round, si cette unité ne se trouve pas à Courte Portée ou moins d’une unité alliée sans **Masses Ignorantes**, elle est détruite.",2021
Unyielding,Inflexible,"Quand elle échoue un Test de Panique, cette unité subit −1 Blessure pour chacun de ses rangs détruits.",2021
Valuable Captive (Jaime Lannister),Otage Précieux  ,"Cette unité gagne +1 à ses lancers de Test de Moral. 
Quand Jaime est détruit, votre adversaire gagne 1 Point de Victoire.",2021
Valuable Captive (Rickon Stark),Otage Précieux  ,"Cette unité gagne +1 à ses lancers de Test de Moral.
Quand Rickon est détruit, votre adversaire gagne 1 Point de Victoire.",2021
Varamyr's Eagle,Aigle de Varamyr,"Au début de chaque round, attachez cette carte à 1 Unité Combattante ennemie jusqu’à la fin du round. Pour l’indiquer, placez cette figurine à côté du plateau de l’unité. Cette figurine n’est affectée par aucun autre effet de jeu.",2021
Varamyr's Scout,Éclaireur de Varamyr,"Une fois par tour, quand cette unité effectue une action de Marche ou de Manoeuvre, avant de résoudre celle-ci, 1 unité Varamyr, Lynx-de-Fumée ou Meute de Loups alliée peut se décaler de 2’’.",2021
Varamyr’s Shadowcat,Lynx-de-Fumée de Varamyr,"• Cette unité possède 2 Blessures.
• Cette unité ne peut pas Contrôler d’Objectif et ne peut pas faire gagner de Points de Victoire.
• Au début de son activation, cette unité peut effectuer 1 action de Manoeuvre.
• Cette unité n’est pas déployée normalement. Au début de n’importe quel round, déployez cette unité entièrement à Courte Portée ou moins d’un flanc de table.",2021
Varamyr’s Wolf Pack,Meute de Loups de Varamyr,"• Cette unité possède 3 Blessures.
• Cette unité ne peut pas Contrôler d’Objectif et ne peut pas faire gagner de Points de Victoire.
• Au début de son activation, cette unité peut effectuer 1 action de Manoeuvre.",2021
Vengeance Of The Crown,Vengeance de la Couronne,"Après que cette unité a été attaquée en Mêlée, si vous contrôlez [CROWN], l’attaquant subit 1 Blessure pour chaque rang détruit dans cette unité.",2021-S01
Vengeful Captive,Otage Rancunier,"Tant que votre adversaire contrôle [CROWN], cette unité subit −1 pour Toucher.",2021
Vicious,Cruel,Les Attaques de Mêlée de cette unité gagnent **Cruel**.,2021
Victarion's Vassal,Vassal de Victarion,Cette figurine compte comme Victarion Greyjoy pour tous les effets et Capacités.,2021-S02
Violent Reactions,Réactions Violentes,Cette unité subit −1 à ses lancers de dés de Défense.,2021
Viper's Fangs,Crochets de la Vipère,"Quand cette unité attaque des ennemis qui n’ont pas été activés ce round-ci, le défenseur devient **Vulnérable** et **Affaibli**.",2021
War Elephant,Éléphant de Guerre ,"• Cette unité possède 8 Blessures et ne peut pas contrôler d’Objectif.
• Cette unité ne peut pas subir plus de 2 Blessures quand elle échoue un Test de Panique.
• Chaque fois que cette unité effectue une action, si aucune Unité d’Infanterie de la Compagnie Dorée alliée n’est située à Longue Portée ou moins, elle effectue un Test de Moral. Si elle échoue, elle n’effectue pas cette action.",2021
War Flail,Fléau de Guerre,"• **Cruel**
• Gagne **Frappe Critique** lors de la Charge.",2021
War Hammer,Marteau de Guerre,"Si le défenseur obtient un 1 sur n’importe quels dés de Défense, il devient **Affaibli** une fois cette attaque résolue.",2021
War Machine,Machine de Guerre,"• Cette unité possède 6 Blessures.
• Cette unité ne peut pas contrôler d’Objectifs,
• Cette unité ne peut ni gagner de pions État, ni effectuer d’actions de Charge ou de Repli, ni se décaler.",2021
War Machines of The Wall,Machines sur le Mur,"Chaque fois qu’Othell s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par :
*Effectuez l’Attaque à Distance suivante sur une Unité Combattante ennemie :*
[ATTACK:Ranged:Pilonnage:3+3]
*Gagne +1 dé d’Attaque pour chacun des rangs restants du défenseur, ainsi que l’effet suivant, en fonction de la zone dont Othell s’est emparée :*
[CROWN] : **Cruel** [MONEY] : **Fracasser**
[SWORDS] : Le défenseur devient **Affaibli**.",2021
Watcher's Crossbow,Arbalète du Gardien,• **Fracasser**,2021
Weaken Resolve,Affaiblir la Volonté,"Chaque fois qu’un ennemi engagé avec cette unité échoue un Test de Panique, il devient **Affaibli**. ",2021
Wealth Of The Thirteen,Richesse des Treize,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte Influence une unité, celle-ci subit/gagne l’effet suivant, en fonction de la zone contrôlée par Xaro :
[CROWN] : Cette unité subit +1 Blessure quand elle échoue un test de Panique.
[MONEY] : Après avoir lancé les dés de Défense, cette unité bloque +1 Touche.
[LETTER] : Les attaques de cette unité gagnent +1 dé d’Attaque.
[UNDYING] : Les attaques de cette unité subissent −1 dé d’Attaque.",2021
Whatever May Come,Quoi Qu’il Advienne,"Chaque fois qu’un ennemi effectue une Attaque de Mêlée sur cette unité, après avoir lancé les dés d’Attaque, vous pouvez détruire Jorah. Si vous le faites, cet ennemi devient **Vulnérable** et **Affaibli**.",2021
Wildfire,Feu Grégeois,"• **Cruel**
• Les défenseurs ne lancent pas de dés de Défense.
• Après avoir résolu cette attaque, cette unité subit 1 Blessure pour chaque résultat de 1 sur les dés d’Attaque.",2021
Winter's Bite,Morsure de l’Hiver,"• **Frappe Critique**
• Si cette unité possède au moins 1 rang détruit, elle gagne +1 pour Toucher.
• Si cette unité possède 2 rangs détruits, elle peut relancer n'importe quels dés d'Attaque.",2021-S01
Wisdom Beyond Her Years,Sagesse Précoce,"Au début de la partie, cherchez 1 carte Tactique de votre Général dans votre paquet Tactique et placez-la face cachée à côté de cette carte.
Une fois par partie, au début d’un tour allié, défaussez 1 carte Tactique de votre main. Si vous le faites, prenez la carte face cachée et ajoutez-la à votre main.",2021
Wisdom of The Old Knight,Sagesse du Vieux Chevalier,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte Influence une unité, chaque fois que celle-ci est ciblée par une Capacité ou carte Tactique ennemie, vous pouvez retirer cette carte de l’unité pour annuler les effets de la Capacité ou carte Tactique ennemie.",2021
Wolf's Cunning,La Ruse du Loup,"Après le déploiement, ciblez une Unité Combattante alliée. Placez-la hors de la table *(en réserve)*. Une fois par partie, quand Robb s’empare de [HORSE], vous pouvez remplacer l’effet de cette zone par :
*Déployez l’unité que Robb a placé en Réserve entièrement à Courte Portée ou moins d’un flanc de table et attachez-lui cette carte jusqu’à la fin de la partie. Tant que cette carte est attachée, les ennemis Chargés avec succès de Flanc ou de Dos par cette unité deviennent **Paniqués** et **Vulnérables**.*",2021
Zeal of the Drowned God,Zèle du Dieu Noyé,"**Beron ne peut Influencer que des unités Greyjoy.**
**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du Round)* :
Tant que cette carte Influence une unité alliée, celle-ci ne subit que 1 Blessure par tranche de 2 Touches non bloquées, peu importe l’attaque ou l’effet.
Si cette unité échoue un Test de Panique, retirez l’Influence de Beron.",2021
Zealous Fanaticism,Fanatisme Zélé,Les Attaques de Mêlée de cette unité gagnent **Cruel** et lancent toujours leur valeur de dés d’Attaque la plus élevée. Cette unité subit 1 Blessure pour chaque résultat de 1 sur les dés d’Attaque. ,2021
Zealous Resurgence,Résurgence Zélée,"Chaque fois que cette unité est activée, elle peut dépenser 1 pion Foi. Si elle le fait, elle soigne 2 de ses Blessures.",2021-S01
